x,y,s,id,cnt
15104,60544,128,1,1995
15104,60416,128,1,1995
15232,60416,128,1,1995
14848,60672,256,1,1995
15232,60800,128,1,1995
15104,60672,128,1,1995
15232,60672,128,1,1995
14336,60928,256,1,1995
14592,60928,256,1,1995
14336,61184,256,1,1995
14592,61184,256,1,1995
14848,60928,256,1,1995
15232,61056,128,1,1995
15104,60928,128,1,1995
15232,60928,128,1,1995
14848,61184,256,1,1995
15232,61312,128,1,1995
15552,60608,32,1,1995
15488,60480,64,1,1995
15552,60448,32,1,1995
15360,60800,128,1,1995
15488,60672,64,1,1995
16192,60608,64,2,1995
16128,60416,128,2,1995
16256,60416,128,2,1995
16000,60800,64,2,1995
15968,60768,32,2,1995
15968,60736,32,2,1995
16192,60800,64,2,1995
15552,60992,64,1,1995
15728,60944,8,1,1995
15764,60992,4,1,1995
15360,61184,128,1,1995
15488,61248,64,1,1995
16000,60992,64,2,1995
16000,61408,32,2,1995
16256,61312,128,2,1995
12288,59392,1024,1,1995
13312,59392,512,1,1995
13824,59392,512,1,1995
13312,59904,512,1,1995
13824,59904,512,1,1995
12288,60416,1024,1,1995
13312,60416,512,1,1995
13824,60416,512,1,1995
13312,60928,512,1,1995
13824,60928,512,1,1995
10240,61440,1024,1,1995
11264,61440,1024,1,1995
10240,62464,1024,1,1995
11264,62464,1024,1,1995
8192,61440,2048,1,1995
10240,63488,1024,1,1995
11264,63488,1024,1,1995
10240,64512,1024,1,1995
11264,64512,1024,1,1995
8192,63488,2048,1,1995
14336,61440,256,1,1995
14592,61440,256,1,1995
14336,61696,256,1,1995
14592,61696,256,1,1995
14848,61440,256,1,1995
15104,61440,128,1,1995
15232,61440,128,1,1995
14848,61696,256,1,1995
15104,61824,128,1,1995
15232,61824,128,1,1995
15232,61696,128,1,1995
14336,61952,256,1,1995
14592,61952,256,1,1995
14592,62208,256,1,1995
14848,61952,256,1,1995
15104,61952,128,1,1995
15232,61952,128,1,1995
14848,62208,256,1,1995
15104,62336,128,1,1995
15360,61568,128,1,1995
15360,61440,128,1,1995
15616,61440,64,1,1995
15360,61824,128,1,1995
15712,61696,32,1,1995
15920,61648,16,2,1995
16064,61632,64,2,1995
16192,61440,64,2,1995
16128,61696,64,2,1995
15360,62080,128,1,1995
15552,62016,64,1,1995
15552,61952,64,1,1995
15488,62336,64,1,1995
15552,62272,64,1,1995
15488,62208,64,1,1995
15552,62208,64,1,1995
15680,62400,64,1,1995
15616,62272,64,1,1995
15616,62208,64,1,1995
15680,62208,64,1,1995
15952,61968,16,2,1995
16256,62144,64,2,1995
16128,62016,64,2,1995
16256,62336,64,2,1995
16128,62208,64,2,1995
14336,62464,256,1,1995
14592,62464,256,1,1995
14336,62720,256,1,1995
14592,62720,256,1,1995
14848,62464,256,1,1995
15232,62464,128,1,1995
14848,62720,256,1,1995
15232,62848,128,1,1995
14336,62976,256,1,1995
14592,62976,256,1,1995
14336,63232,256,1,1995
14592,63232,256,1,1995
14848,62976,256,1,1995
15104,62976,256,1,1995
14848,63232,256,1,1995
15104,63232,256,1,1995
15360,62592,128,1,1995
15488,62592,128,1,1995
15360,62464,128,1,1995
15488,62464,128,1,1995
15808,62560,32,1,1995
15360,62848,128,1,1995
15488,62848,128,1,1995
15360,62720,128,1,1995
15488,62720,128,1,1995
15616,62912,64,1,1995
15960,62608,8,2,1995
16032,62656,32,2,1995
15912,62960,8,1,1995
16128,62944,32,2,1995
16256,62912,64,2,1995
16160,62816,32,2,1995
16128,62720,32,2,1995
16256,62720,64,2,1995
15360,63104,128,1,1995
15360,62976,128,1,1995
15680,63040,64,1,1995
15744,63040,64,1,1995
15360,63232,128,1,1995
15680,63296,64,1,1995
16128,63040,32,2,1995
16012,63384,4,2,1995
15970,63244,2,1,1995
12288,61440,1024,1,1995
13312,61440,512,1,1995
13824,61440,512,1,1995
13312,61952,512,1,1995
13824,61952,512,1,1995
12288,62464,1024,1,1995
13312,62464,512,1,1995
13824,62464,512,1,1995
13312,62976,512,1,1995
13824,62976,512,1,1995
14336,63488,256,1,1995
14592,63488,256,1,1995
14592,63744,256,1,1995
14848,63488,256,1,1995
15104,63488,256,1,1995
14848,63744,256,1,1995
14336,64000,256,1,1995
14592,64000,256,1,1995
14336,64256,256,1,1995
14848,64000,256,1,1995
15104,64256,256,1,1995
15488,63488,128,1,1995
15360,63872,128,1,1995
15744,63808,64,1,1995
15872,63584,32,1,1995
16160,63488,32,2,1995
15904,63744,32,1,1995
15616,64000,128,1,1995
15360,64384,128,1,1995
14336,64512,512,1,1995
14848,64512,256,1,1995
14848,64768,256,1,1995
14336,65024,512,1,1995
14848,65024,256,1,1995
15104,65024,256,1,1995
16320,64576,64,2,1995
16148,64956,4,2,1995
15488,65152,128,1,1995
15360,65280,128,1,1995
12288,63488,1024,1,1995
13312,63488,512,1,1995
13824,63488,512,1,1995
13312,64000,512,1,1995
13824,64000,512,1,1995
12288,64512,1024,1,1995
13312,64512,512,1,1995
13824,65024,512,1,1995
17152,58368,256,2,1995
16384,58880,256,2,1995
16640,58880,256,2,1995
16512,59648,128,2,1995
16640,60160,256,2,1995
16512,60416,128,2,1995
16640,60672,256,2,1995
16896,60672,256,2,1995
16384,60928,128,2,1995
16384,61312,128,2,1995
16384,61184,128,2,1995
17152,61184,256,2,1995
17408,60416,512,2,1995
18432,61440,512,2,1995
16384,61568,128,2,1995
16384,61696,128,2,1995
16768,61824,128,2,1995
17152,61440,256,2,1995
16896,61696,256,2,1995
16512,62080,128,2,1995
16640,61952,128,2,1995
16512,62336,128,2,1995
17152,61952,256,2,1995
17152,62208,256,2,1995
17920,61440,512,2,1995
17408,61952,256,2,1995
16512,62848,128,2,1995
16384,62720,128,2,1995
16896,62464,256,2,1995
17152,62464,256,2,1995
16384,63104,64,2,1995
16896,63232,256,2,1995
17664,62976,256,2,1995
16512,63616,128,2,1995
16448,63488,64,2,1995
16576,64384,64,2,1995
16640,64640,128,2,1995
17408,64512,256,2,1995
23876,64736,4,2,1995
24000,65024,64,3,1995
20480,64512,1024,2,1995
21504,64512,1024,2,1995
49152,40960,8192,3,1954
45056,49152,4096,3,1954
45056,53248,4096,3,1954
49152,49152,16384,3,1954
57344,16384,8192,0,947
59392,24576,2048,0,947
59392,26624,1024,0,947
60416,26624,1024,0,947
59392,27648,512,0,947
59904,27648,512,0,947
59776,28160,128,0,947
59858,28380,2,3,947
59712,28608,64,3,947
60000,28384,32,3,947
60672,27648,256,0,947
60800,27904,128,0,947
60544,27904,128,0,947
61312,27648,128,0,947
61408,27840,16,0,947
61184,27776,128,0,947
60928,27648,256,0,947
61376,28096,64,3,947
61312,28032,64,3,947
61184,28096,64,3,947
60992,27904,64,0,947
60704,28192,32,3,947
60672,28416,256,3,947
60416,28416,128,3,947
60544,28544,128,3,947
61312,28160,128,3,947
61184,28160,128,3,947
61056,28160,128,3,947
60992,28224,64,3,947
60928,28288,128,3,947
61184,28416,256,3,947
60928,28416,256,3,947
58368,26624,1024,0,947
58368,27648,512,0,947
63488,25600,1024,0,947
65280,26112,256,0,947
61440,24576,2048,0,947
63872,26880,128,0,947
64000,26624,256,0,947
63808,27264,64,3,947
63552,27328,64,3,947
63872,27392,128,3,947
63616,27392,128,3,947
64816,26832,16,3,947
64576,27072,64,3,947
64512,27264,128,3,947
65280,27392,256,3,947
63744,27648,256,3,947
63488,27648,256,3,947
63744,27904,256,3,947
63488,27904,256,3,947
64000,27648,512,3,947
63488,28160,512,3,947
64000,28160,512,3,947
64512,27648,512,3,947
65024,27648,512,3,947
64512,28160,512,3,947
61440,26624,512,0,947
61952,26624,512,0,947
61440,27136,512,0,947
62336,27392,128,0,947
62208,27520,64,0,947
61952,27392,128,0,947
62080,27520,64,0,947
62464,26624,512,0,947
62976,26624,512,0,947
63344,27296,16,3,947
63232,27520,128,3,947
63040,27456,64,3,947
61760,27712,32,0,947
61568,27648,128,0,947
61504,27968,64,3,947
61536,27936,32,3,947
62400,27648,64,3,947
62208,27776,128,3,947
62144,27840,64,3,947
62208,28032,128,3,947
62080,28032,128,3,947
61696,28160,256,3,947
61696,28416,256,3,947
61440,28416,256,3,947
62208,28160,256,3,947
61952,28160,256,3,947
62208,28416,256,3,947
61952,28416,256,3,947
62720,27776,128,3,947
62528,27712,64,3,947
62464,27712,64,3,947
62592,27776,128,3,947
62720,27904,256,3,947
62464,27904,256,3,947
63104,27648,128,3,947
63232,27904,256,3,947
62976,27904,256,3,947
62464,28160,512,3,947
62976,28160,512,3,947
59520,28672,128,3,947
59392,28928,256,3,947
60160,28672,256,3,947
59904,28672,256,3,947
60160,28928,256,3,947
59392,29184,512,3,947
59904,29184,512,3,947
60416,28672,256,3,947
60672,28928,256,3,947
60416,28928,256,3,947
60928,28672,512,3,947
60416,29184,512,3,947
60928,29184,512,3,947
59392,29696,1024,3,947
60416,29696,1024,3,947
57856,29440,256,3,947
59136,29184,256,3,947
58880,29184,256,3,947
58880,29696,512,3,947
58880,30208,512,3,947
59392,30720,2048,3,947
58368,30720,1024,3,947
57344,31744,1024,3,947
58368,31744,1024,3,947
63488,28672,1024,3,947
64512,28672,1024,3,947
63488,29696,1024,3,947
64512,29696,1024,3,947
61440,28672,512,3,947
61952,28672,512,3,947
61440,29184,512,3,947
61952,29184,512,3,947
62464,28672,512,3,947
62976,28672,512,3,947
62464,29184,512,3,947
62976,29184,512,3,947
61440,29696,1024,3,947
62464,29696,1024,3,947
63488,30720,2048,3,947
61440,30720,2048,3,947
0,57344,4096,1,37
0,61440,4096,1,37
4096,63488,2048,1,37
6144,63488,2048,1,37
30720,52224,512,2,575
31616,53312,64,3,575
31616,53888,128,3,575
31488,54016,256,3,575
32256,53760,512,3,575
31488,54272,256,3,575
31232,55040,256,3,575
31744,54272,512,3,575
32256,54272,512,3,575
32256,54784,512,3,575
30976,55296,256,3,575
31232,55296,512,3,575
30720,55808,512,3,575
31744,55296,512,3,575
32256,55296,512,3,575
31744,55808,512,3,575
32256,55808,512,3,575
30720,56320,512,3,575
31232,56320,512,3,575
30720,56832,512,3,575
31232,56832,512,3,575
31744,56320,1024,3,575
29824,56576,128,3,575
29696,57088,256,3,575
30208,56832,512,3,575
19456,60416,1024,2,575
22528,59392,2048,2,575
19968,65024,512,2,575
22528,61440,1024,2,575
23552,61440,1024,2,575
22528,62464,1024,2,575
23552,62464,512,2,575
24064,62464,512,2,575
23552,62976,512,2,575
24320,62976,256,2,575
24064,62976,256,2,575
24448,63360,128,2,575
24064,63232,256,2,575
21504,61440,1024,2,575
22528,63488,512,2,575
23040,63488,512,2,575
22528,64000,512,2,575
23040,64000,512,2,575
23552,63488,512,2,575
24320,63616,128,2,575
24512,63552,64,2,575
24064,63488,256,2,575
24452,63896,4,3,575
24320,63808,64,2,575
23808,64128,128,2,575
23936,64128,128,2,575
24000,64320,64,2,575
23552,64256,256,2,575
24512,64192,64,3,575
24448,64064,32,3,575
24480,64032,32,3,575
24064,64192,64,2,575
24064,64128,64,2,575
24448,64384,128,3,575
24512,64320,64,3,575
24136,64424,8,3,575
24160,64400,16,3,575
24192,64480,32,3,575
24192,64448,32,3,575
22528,64512,512,2,575
23296,64512,256,2,575
23040,64512,256,2,575
23424,64896,128,2,575
23296,64768,128,2,575
23040,64768,256,2,575
22784,65024,256,2,575
22784,65280,256,2,575
23296,65152,128,2,575
23488,65088,64,2,575
23424,65088,64,2,575
23488,65024,64,2,575
23040,65024,256,2,575
23480,65416,8,3,575
23360,65280,64,2,575
23168,65280,128,2,575
23872,64640,32,2,575
23952,64664,4,3,575
23552,64640,128,2,575
23680,64704,64,2,575
23744,64640,64,2,575
23552,64512,128,2,575
23680,64512,128,2,575
23888,64880,16,3,575
23792,64992,16,3,575
23552,64768,128,2,575
23792,64832,8,2,575
24320,64640,128,3,575
24064,64544,16,3,575
24320,64896,128,3,575
24448,64896,128,3,575
24320,64768,128,3,575
24448,64768,128,3,575
24192,64768,128,3,575
23808,65152,64,3,575
23936,65152,128,3,575
24000,65024,64,3,575
23680,65104,8,3,575
23808,65408,128,3,575
23744,65280,64,3,575
24320,65024,256,3,575
24064,65024,128,3,575
24320,65280,256,3,575
24064,65408,128,3,575
24192,65408,128,3,575
24064,65280,128,3,575
24192,65280,128,3,575
20480,63488,1024,2,575
21504,63488,1024,2,575
20480,64512,1024,2,575
21504,64512,1024,2,575
24576,60416,1024,2,575
30720,57344,1024,3,575
31744,57344,1024,3,575
30720,58368,1024,3,575
31744,58368,1024,3,575
30208,57344,512,3,575
30208,58368,512,3,575
30720,59392,1024,3,575
31744,59392,1024,3,575
30720,60416,1024,3,575
31744,60416,1024,3,575
28672,59904,512,3,575
29696,59392,1024,3,575
26624,62976,512,3,575
27648,62464,1024,3,575
25344,61440,256,2,575
24576,61952,512,2,575
25088,62336,128,2,575
25984,62336,128,3,575
25856,62208,128,3,575
25664,62400,64,3,575
26368,61952,256,3,575
24576,62464,256,2,575
24576,62720,256,2,575
24789,63373,1,3,575
24768,63264,32,2,575
25856,62720,256,3,575
26112,62720,256,3,575
25600,62976,256,3,575
25856,63232,256,3,575
25600,63232,256,3,575
26368,62976,256,3,575
26112,63232,256,3,575
26624,63488,512,3,575
27136,63488,512,3,575
26624,64000,512,3,575
27648,63488,1024,3,575
26624,64512,1024,3,575
27648,64512,1024,3,575
24640,63552,8,2,575
25344,63488,256,3,575
25088,63616,128,3,575
25216,63488,128,3,575
25344,63744,256,3,575
25088,63872,128,3,575
25216,63872,128,3,575
24832,64128,128,3,575
24704,64128,128,3,575
24576,64064,64,3,575
24704,64000,128,3,575
24832,64256,256,3,575
24576,64384,128,3,575
25344,64000,256,3,575
25088,64000,256,3,575
25344,64256,256,3,575
25088,64256,256,3,575
25856,63488,256,3,575
25600,63488,256,3,575
25856,63744,256,3,575
25600,63744,256,3,575
26112,63488,512,3,575
25600,64000,512,3,575
26112,64000,512,3,575
24832,64512,256,3,575
24704,64640,128,3,575
24704,64512,128,3,575
24832,64768,256,3,575
24576,64768,256,3,575
25344,64512,256,3,575
25088,64512,256,3,575
25344,64768,256,3,575
25088,64768,256,3,575
24832,65024,256,3,575
24576,65024,256,3,575
24832,65280,256,3,575
24576,65280,256,3,575
25088,65024,512,3,575
25600,64512,512,3,575
26112,64512,512,3,575
25600,65024,512,3,575
26112,65024,512,3,575
30720,61440,2048,3,575
28672,62464,1024,3,575
28672,63488,1024,3,575
48128,35840,1024,3,2823
47104,36864,2048,3,2823
47104,38912,2048,3,2823
38912,44032,1024,3,2823
39936,45056,1024,3,2823
39936,46080,1024,3,2823
38912,47104,2048,3,2823
37888,47104,1024,3,2823
37888,48128,1024,3,2823
43008,43008,2048,3,2823
40960,43008,2048,3,2823
45056,40960,4096,3,2823
43008,45056,2048,3,2823
40960,45056,2048,3,2823
43008,47104,2048,3,2823
40960,47104,2048,3,2823
45056,45056,4096,3,2823
51200,34816,2048,3,2823
49152,34816,2048,3,2823
53248,32768,2048,3,2823
55296,34816,2048,3,2823
53248,34816,2048,3,2823
49152,36864,4096,3,2823
53248,36864,4096,3,2823
59392,32768,2048,3,2823
61440,32768,4096,3,2823
57344,36864,4096,3,2823
49152,40960,8192,3,2823
33280,52224,512,3,2823
32768,52736,512,3,2823
38912,49152,2048,3,2823
37888,49152,1024,3,2823
38912,51200,2048,3,2823
34816,53248,2048,3,2823
33280,53248,512,3,2823
32768,53760,512,3,2823
33280,53760,512,3,2823
33792,53248,1024,3,2823
32768,54272,1024,3,2823
33792,54272,1024,3,2823
34816,55296,2048,3,2823
32768,55296,1024,3,2823
33792,55296,1024,3,2823
32768,56320,1024,3,2823
33792,56320,1024,3,2823
36864,55296,2048,3,2823
40960,49152,4096,3,2823
45056,49152,4096,3,2823
34816,57344,2048,3,2823
32768,57344,2048,3,2823
34816,59392,2048,3,2823
32768,59392,2048,3,2823
36864,57344,4096,3,2823
34816,61440,2048,3,2823
32768,61440,2048,3,2823
8704,0,512,1,1438
15360,0,1024,2,1438
12288,0,512,2,1438
12800,0,512,2,1438
13312,0,1024,2,1438
16384,0,2048,2,1438
18432,2048,2048,2,1438
22528,0,2048,2,1438
20480,0,2048,2,1438
22528,2048,2048,2,1438
20480,2048,2048,2,1438
18432,4096,2048,2,1438
18432,6144,2048,2,1438
20480,4096,4096,2,1438
26624,1024,1024,2,1438
24576,0,2048,2,1438
26624,2048,1024,2,1438
27648,2048,1024,2,1438
26624,3072,1024,2,1438
24576,2048,2048,2,1438
26624,4096,2048,2,1438
24576,4096,2048,2,1438
26624,6144,2048,2,1438
24576,6144,2048,2,1438
30720,5632,512,2,1438
30720,6656,512,2,1438
32320,6720,64,0,1438
30720,7168,1024,2,1438
31744,7424,256,2,1438
32000,7424,256,2,1438
32704,7488,64,0,1438
32512,7616,64,2,1438
32256,7296,128,2,1438
31744,7680,512,2,1438
32256,7936,256,2,1438
32640,7936,64,2,1438
32256,7680,256,2,1438
32512,7744,64,2,1438
32512,7808,128,2,1438
32744,7824,8,0,1438
32688,7824,16,2,1438
28672,7168,1024,2,1438
29696,7168,1024,2,1438
20480,8192,4096,2,1438
24576,8192,4096,2,1438
30720,8192,1024,2,1438
31744,8192,512,2,1438
32256,8448,256,2,1438
32512,8448,256,2,1438
32256,8192,256,2,1438
32512,8192,256,2,1438
31744,8704,512,2,1438
32256,8704,512,2,1438
30720,9216,1024,2,1438
31744,9216,1024,2,1438
28672,8192,2048,2,1438
30720,10240,2048,2,1438
28672,10240,2048,2,1438
28672,12288,4096,2,1438
34816,4096,2048,0,3564
33280,5120,512,0,3564
33792,5120,1024,0,3564
34816,6144,1024,0,3564
34816,7168,1024,0,3564
35840,7168,1024,0,3564
33280,6144,512,0,3564
33024,6912,256,0,3564
32768,6656,256,0,3564
33024,6656,256,0,3564
33792,6144,1024,0,3564
32896,7424,128,0,3564
33024,7168,256,0,3564
33280,7168,512,0,3564
32896,8128,16,0,3564
33024,8064,128,0,3564
33024,7680,256,0,3564
33280,7936,256,0,3564
33280,7680,256,0,3564
33792,7168,512,0,3564
34304,7168,512,0,3564
33792,7680,512,0,3564
34304,7680,512,0,3564
34816,8192,1024,0,3564
35840,8192,1024,0,3564
34816,9216,1024,0,3564
35840,9216,1024,0,3564
32896,8576,128,2,3564
33088,8480,32,0,3564
32768,8320,128,2,3564
33152,8192,128,0,3564
33024,8192,64,0,3564
33088,8192,64,0,3564
33056,8416,32,0,3564
33280,8448,128,0,3564
33408,8576,128,0,3564
33536,8448,256,0,3564
33280,8192,256,0,3564
32768,8960,256,2,3564
33152,9024,64,2,3564
32768,8704,256,2,3564
33248,8768,32,0,3564
33216,8912,8,2,3564
33280,8984,8,0,3564
33408,9088,64,0,3564
33408,9184,32,0,3564
33440,9184,32,0,3564
33664,8960,128,0,3564
33408,8704,128,0,3564
33344,8704,64,0,3564
33536,8704,256,0,3564
33792,8192,512,0,3564
34304,8192,512,0,3564
33792,8960,256,0,3564
34048,8960,256,0,3564
33792,8704,256,0,3564
34048,8704,256,0,3564
34304,8704,512,0,3564
32768,9472,256,2,3564
33024,9472,256,2,3564
32768,9216,256,2,3564
33024,9216,256,2,3564
33408,9504,32,2,3564
33280,9472,128,2,3564
33280,9600,128,2,3564
33664,9472,128,0,3564
33440,9216,32,0,3564
33280,9216,64,2,3564
33280,9344,64,2,3564
33344,9344,64,2,3564
33344,9408,64,2,3564
33536,9280,64,0,3564
33664,9344,128,0,3564
32768,9728,512,2,3564
33280,9984,256,2,3564
33744,9984,8,0,3564
33536,9984,128,2,3564
33536,10112,128,2,3564
33280,9728,128,2,3564
33408,9856,128,2,3564
33280,9856,128,2,3564
33656,9800,8,0,3564
33920,9472,128,0,3564
33792,9472,128,0,3564
33920,9600,128,0,3564
33792,9600,128,0,3564
34048,9472,256,0,3564
33792,9216,256,0,3564
34048,9216,256,0,3564
34304,9216,512,0,3564
33920,9984,128,0,3564
33920,10112,64,0,3564
34176,9984,128,0,3564
34048,9984,128,0,3564
34048,10112,128,0,3564
33920,9728,128,0,3564
34048,9728,256,0,3564
34304,9728,512,0,3564
34816,10240,512,0,3564
35328,10240,512,0,3564
34816,10752,512,0,3564
35328,10752,512,0,3564
35840,10240,1024,0,3564
35072,11520,256,0,3564
34816,11264,256,0,3564
35072,11264,256,0,3564
35328,11264,512,0,3564
35072,11776,256,0,3564
35328,11776,512,0,3564
35840,11264,1024,0,3564
32768,10240,512,2,3564
33280,10496,256,2,3564
33536,10496,256,2,3564
33280,10240,256,2,3564
33664,10240,128,2,3564
33664,10368,128,2,3564
32768,10752,512,2,3564
33280,10752,512,2,3564
33920,10528,32,2,3564
33792,10496,128,2,3564
33984,10688,32,2,3564
33792,10624,128,2,3564
34176,10496,128,0,3564
34048,10624,16,0,3564
34112,10688,32,0,3564
33952,10272,32,0,3564
33792,10304,64,2,3564
33792,10368,64,2,3564
34176,10368,128,0,3564
34112,10368,64,0,3564
34304,10496,256,0,3564
34560,10496,256,0,3564
34304,10240,256,0,3564
34560,10240,256,0,3564
33792,11008,256,2,3564
34176,11024,16,2,3564
34192,11024,16,2,3564
34048,11008,64,2,3564
34176,11136,64,2,3564
34048,11136,128,2,3564
33920,10752,128,2,3564
34048,10784,32,2,3564
34048,10752,16,2,3564
34048,10944,64,2,3564
34560,11008,256,0,3564
34304,10880,64,0,3564
32768,11264,1024,2,3564
33792,11520,256,2,3564
34048,11520,256,2,3564
33792,11264,256,2,3564
34240,11328,64,2,3564
34048,11392,128,2,3564
34432,11264,64,0,3564
34432,11328,32,0,3564
34496,11392,64,0,3564
33792,11776,512,2,3564
34304,12032,256,2,3564
34304,11776,128,2,3564
38912,8192,2048,0,3564
36864,8192,2048,0,3564
38912,10240,2048,0,3564
36864,10240,2048,0,3564
35008,12352,64,0,3564
34944,12416,64,0,3564
35200,12288,128,0,3564
35328,12544,256,0,3564
34816,13056,256,2,3564
34816,12800,128,2,3564
34816,12928,128,2,3564
35456,12928,128,0,3564
32768,12288,1024,2,3564
33792,12288,512,2,3564
34304,12544,256,2,3564
34560,12288,128,2,3564
33792,12800,512,2,3564
32768,13312,1024,2,3564
33792,13312,1024,2,3564
32768,14336,2048,2,3564
38912,12288,2048,0,3564
37888,12288,1024,0,3564
38912,14336,2048,0,3564
37888,14336,1024,0,3564
37888,15360,1024,0,3564
40960,8192,4096,0,3564
45056,8192,4096,0,3564
40960,12288,4096,0,3564
45056,12288,4096,0,3564
49152,8192,8192,0,3564
57344,8192,8192,0,3564
39936,16384,1024,0,3564
38912,17408,1024,0,3564
39936,17408,1024,0,3564
43008,16384,2048,0,3564
40960,16384,2048,0,3564
43008,18432,2048,0,3564
40960,18432,2048,0,3564
45056,16384,4096,0,3564
49152,16384,8192,0,3564
57344,16384,8192,0,3564
57344,0,8192,0,11
0,0,4096,1,3055
4096,0,2048,1,3055
6144,0,1024,1,3055
7168,0,1024,1,3055
6144,1024,1024,1,3055
7168,1024,1024,1,3055
4096,2048,2048,1,3055
6144,2048,1024,1,3055
7168,2048,1024,1,3055
6144,3072,1024,1,3055
7168,3072,1024,1,3055
0,4096,4096,1,3055
4096,4096,2048,1,3055
6144,4096,2048,1,3055
4096,6144,2048,1,3055
6144,6144,2048,1,3055
8192,0,512,1,3055
8192,512,512,1,3055
8704,512,512,1,3055
9472,0,256,1,3055
9728,256,256,1,3055
9216,512,512,1,3055
8192,1024,1024,1,3055
9216,1024,512,1,3055
9216,1536,512,1,3055
8192,2048,1024,1,3055
9216,2048,512,1,3055
9216,2560,512,1,3055
8192,3072,1024,1,3055
9216,3072,512,1,3055
9216,3584,512,1,3055
9728,3584,256,1,3055
10432,2080,32,1,3055
10240,3584,128,1,3055
10368,3712,128,1,3055
10784,3968,32,2,3055
8192,4096,1024,1,3055
9216,4096,512,1,3055
9984,4352,256,1,3055
9216,4608,512,1,3055
9728,4608,512,1,3055
8192,5120,1024,1,3055
9216,5120,512,1,3055
10240,4352,256,1,3055
10496,5376,128,1,3055
10240,5632,256,1,3055
8192,6144,1024,1,3055
9728,6656,512,1,3055
8192,7168,1024,1,3055
11392,7936,128,2,3055
11776,7936,256,2,3055
12288,4608,512,2,3055
12288,6144,512,2,3055
13312,6144,1024,2,3055
12800,7168,512,2,3055
12800,7680,512,2,3055
13312,7168,1024,2,3055
14336,6144,1024,2,3055
15360,6144,1024,2,3055
14336,7168,1024,2,3055
15360,7168,1024,2,3055
8192,8192,1024,1,3055
9216,8192,1024,1,3055
11392,8576,128,2,3055
12032,8192,256,2,3055
11776,11008,256,2,3055
11776,10752,256,2,3055
10752,11264,256,1,3055
12288,8704,512,2,3055
13312,8192,1024,2,3055
12288,9216,512,2,3055
12800,9216,512,2,3055
12288,9728,512,2,3055
12800,9728,512,2,3055
13312,9216,1024,2,3055
14336,8192,1024,2,3055
15360,8192,1024,2,3055
14336,9216,1024,2,3055
15360,9216,1024,2,3055
12800,10240,512,2,3055
12288,10752,512,2,3055
12800,10752,512,2,3055
13312,10240,1024,2,3055
12800,11264,512,2,3055
12800,11776,512,2,3055
13312,11264,1024,2,3055
14336,10240,1024,2,3055
15360,10240,1024,2,3055
14336,11264,1024,2,3055
15360,11264,1024,2,3055
13312,12288,1024,2,3055
14336,12288,1024,2,3055
15360,12288,1024,2,3055
14336,13312,1024,2,3055
15360,13312,1024,2,3055
14336,14336,2048,2,3055
16384,4096,2048,2,3055
16384,6144,2048,2,3055
18432,6144,2048,2,3055
16384,8192,2048,2,3055
18432,8192,2048,2,3055
16384,10240,2048,2,3055
18432,10240,2048,2,3055
20480,8192,4096,2,3055
16384,12288,2048,2,3055
18432,12288,2048,2,3055
16384,14336,2048,2,3055
18432,14336,2048,2,3055
20480,12288,4096,2,3055
24576,8192,4096,2,3055
28672,8192,2048,2,3055
28672,10240,2048,2,3055
24576,12288,4096,2,3055
